"Points:0","Points:1","Points:2"
3.18310e-02,-7.00350e-02,1.07450e-02
3.05860e-02,4.34810e-02,1.21510e-02
2.98920e-02,4.42020e-02,1.21410e-02
-1.15640e-02,-2.06670e-02,1.14480e-02
-4.47600e-03,-6.91280e-02,1.05340e-02
-1.09450e-02,-2.49200e-02,1.09270e-02
-4.45800e-03,4.46200e-02,1.19510e-02
-5.20300e-03,4.39600e-02,1.31060e-02
-6.15600e-03,4.35680e-02,1.12480e-02
-1.88200e-03,-7.05920e-02,1.11900e-02
3.28760e-02,3.97370e-02,1.14850e-02
3.31190e-02,3.87340e-02,1.21910e-02
3.73050e-02,-3.26780e-02,1.33460e-02
3.71670e-02,-3.27190e-02,1.26450e-02
3.74630e-02,-3.36640e-02,1.19550e-02
3.87000e-04,-7.33220e-02,1.19240e-02
3.23480e-02,1.26180e-02,1.15040e-02
4.10110e-02,-4.09940e-02,1.13200e-02
4.09250e-02,-4.10230e-02,1.20190e-02
-9.89900e-03,-2.21200e-03,1.20230e-02
-9.99200e-03,2.72380e-02,1.20230e-02
1.39920e-02,4.74670e-02,1.27320e-02
-6.50300e-03,1.02400e-02,1.21390e-02
3.61330e-02,-8.86995e-04,1.23330e-02
3.43690e-02,3.81100e-03,1.29840e-02
3.39060e-02,4.72901e-03,1.36710e-02
4.19100e-02,-5.37210e-02,1.13990e-02
2.34200e-02,4.73440e-02,1.27880e-02
3.67910e-02,-2.78200e-03,1.23500e-02
-7.97800e-03,-3.79020e-02,1.09020e-02
2.30010e-02,-6.95620e-02,1.07140e-02
3.42070e-02,2.52910e-02,1.21260e-02
2.67740e-02,-7.04840e-02,1.14300e-02
2.49890e-02,-7.04670e-02,1.21220e-02
4.03990e-02,-5.97040e-02,1.28270e-02
3.94300e-02,-6.11580e-02,1.21330e-02
3.38990e-02,2.22960e-02,1.14420e-02
3.78940e-02,-6.28180e-02,1.14360e-02
3.56680e-02,-6.50240e-02,1.07330e-02
3.73060e-02,-3.85500e-03,1.16630e-02
2.78510e-02,-7.06280e-02,1.14360e-02
2.99260e-02,-7.06490e-02,1.14440e-02
3.46180e-02,3.87200e-03,1.15850e-02
3.35270e-02,-6.91920e-02,1.14500e-02
3.43310e-02,-6.86040e-02,1.14520e-02
3.37270e-02,2.02610e-02,1.28560e-02
3.23170e-02,4.09940e-02,1.14770e-02
3.29240e-02,1.52830e-02,1.21880e-02
-1.28900e-03,4.59910e-02,1.17190e-02
-1.13940e-02,-6.01740e-02,1.17440e-02
3.24070e-02,1.15740e-02,1.22130e-02
-1.13780e-02,-4.77280e-02,1.24630e-02
3.99900e-02,-1.96720e-02,1.18000e-02
3.82400e-02,-2.85610e-02,1.18510e-02
3.85770e-02,-2.76550e-02,1.33220e-02
3.89090e-02,-2.67100e-02,1.26190e-02
3.78350e-02,-2.94900e-02,1.18540e-02
3.10880e-02,8.17401e-03,1.85220e-02
3.12270e-02,7.18001e-03,1.85260e-02
3.04060e-02,6.97801e-03,1.99170e-02
-8.04700e-03,-3.66780e-02,1.29870e-02
-1.07280e-02,-6.75600e-03,1.22190e-02
-1.07970e-02,-7.19200e-03,1.22200e-02
3.68430e-02,-3.27970e-02,1.12420e-02
-2.80400e-03,-6.97880e-02,1.18720e-02
-4.53500e-03,-6.91400e-02,1.25630e-02
3.85090e-02,-7.49600e-03,1.16980e-02
-8.07700e-03,4.15030e-02,1.19470e-02
-1.18420e-02,-5.66750e-02,1.10160e-02
-9.84900e-03,3.74270e-02,1.19610e-02
-1.02230e-02,3.50890e-02,1.26760e-02
-6.51000e-04,-7.24310e-02,1.19130e-02
3.95720e-02,-1.26720e-02,1.24470e-02
3.91420e-02,-1.16750e-02,1.38380e-02
3.89320e-02,-3.53380e-02,1.33710e-02
-1.07590e-02,3.12410e-02,1.12890e-02
-1.16110e-02,-5.37210e-02,1.18020e-02
-1.11690e-02,-2.26540e-02,1.21680e-02
-1.05030e-02,3.22490e-02,1.33900e-02
-1.04020e-02,3.12470e-02,1.40950e-02
-8.42700e-03,-6.61510e-02,1.25090e-02
3.99580e-02,-1.86680e-02,1.24950e-02
-1.16630e-02,-5.27160e-02,1.17940e-02
3.97550e-02,-2.17210e-02,1.32930e-02
3.98100e-02,-2.07180e-02,1.32880e-02
1.42880e-02,-6.98840e-02,1.13570e-02
1.50840e-02,-6.92910e-02,1.13530e-02
-8.52600e-03,2.02150e-02,1.27690e-02
3.93940e-02,-2.47150e-02,1.12150e-02
4.18140e-02,-4.92270e-02,1.20710e-02
3.39050e-02,3.02940e-02,1.27840e-02
4.19350e-02,-5.37270e-02,1.20980e-02
-6.59000e-04,4.60830e-02,1.38220e-02
-1.55300e-03,4.56190e-02,1.45220e-02
2.30140e-02,-6.98710e-02,1.14190e-02
-3.59100e-03,-6.95340e-02,1.33400e-02
-2.79600e-03,-6.98260e-02,1.25790e-02
1.53700e-03,4.69990e-02,1.26660e-02
-1.12910e-02,-1.96560e-02,1.28400e-02
3.63840e-02,-6.41940e-02,1.14360e-02
-6.50500e-03,1.22410e-02,1.14320e-02
-2.78100e-03,-6.97280e-02,1.11750e-02
3.18550e-02,-7.01440e-02,1.14440e-02
3.49450e-02,-6.77190e-02,1.14460e-02
3.68490e-02,-3.17820e-02,1.12420e-02
-1.24400e-03,-7.14520e-02,1.33010e-02
-5.69000e-04,-7.22840e-02,1.33070e-02
-1.15100e-02,-9.74700e-03,1.08340e-02
-6.11100e-03,4.34900e-02,1.19470e-02
-8.56600e-03,4.05800e-02,1.26520e-02
-9.03900e-03,3.96620e-02,1.26520e-02
5.00500e-03,-7.44800e-02,1.19630e-02
3.02100e-03,4.72010e-02,1.12770e-02
3.39980e-02,3.37350e-02,1.20580e-02
3.28360e-02,8.59100e-03,1.36420e-02
3.34660e-02,6.68900e-03,1.29560e-02
3.31580e-02,6.61500e-03,1.43560e-02
1.44150e-02,-7.00670e-02,1.20500e-02
-9.51200e-03,-4.05890e-02,1.30130e-02
2.24210e-02,4.74760e-02,1.27840e-02
3.58770e-02,-1.16700e-03,1.37330e-02
2.55230e-02,4.68430e-02,1.28030e-02
3.43010e-02,2.62920e-02,1.21160e-02
2.79050e-02,-7.08250e-02,1.21350e-02
2.69370e-02,-7.11370e-02,1.35280e-02
2.89630e-02,-7.09560e-02,1.28340e-02
3.09270e-02,-7.05400e-02,1.21390e-02
-1.15470e-02,-1.86640e-02,1.21330e-02
3.11470e-02,4.26450e-02,1.35630e-02
3.17950e-02,4.18710e-02,1.21680e-02
-7.69900e-03,-3.46950e-02,1.17070e-02
3.82500e-02,-7.56000e-03,1.30980e-02
3.87940e-02,-9.46200e-03,1.31130e-02
-7.61200e-03,-3.57320e-02,1.17130e-02
-1.17430e-02,-5.67140e-02,1.25150e-02
-1.17420e-02,-5.76440e-02,1.24240e-02
5.96000e-04,4.66640e-02,1.24240e-02
1.21300e-03,4.68360e-02,1.45300e-02
-1.01060e-02,-4.20290e-02,1.23170e-02
-1.14710e-02,-5.86560e-02,1.31370e-02
-1.11670e-02,-6.00990e-02,1.31460e-02
3.98170e-02,-1.56690e-02,1.24700e-02
3.98560e-02,-1.66690e-02,1.24760e-02
-1.15560e-02,-5.47050e-02,1.46060e-02
-1.13630e-02,-5.26490e-02,1.44870e-02
-1.14950e-02,-5.36990e-02,1.59980e-02
-1.15950e-02,-5.47300e-02,1.18060e-02
3.95850e-02,-2.37740e-02,1.26060e-02
-1.05650e-02,-2.57880e-02,1.21950e-02
-5.42900e-03,-6.87030e-02,1.25540e-02
3.91830e-02,-2.57060e-02,1.19140e-02
3.89100e-02,-2.67100e-02,1.19180e-02
-7.77600e-03,-3.43520e-02,1.22750e-02
3.70290e-02,-3.27580e-02,1.19490e-02
-9.48800e-03,3.83690e-02,1.26600e-02
3.83850e-02,-8.54600e-03,1.37970e-02
3.82530e-02,-9.59200e-03,1.52120e-02
1.32400e-03,-7.37260e-02,1.26350e-02
2.51300e-03,4.72220e-02,1.19710e-02
-7.89900e-03,4.49900e-03,1.26850e-02
-8.35700e-03,3.58200e-03,1.19920e-02
8.99800e-03,-7.37140e-02,1.19880e-02
7.99700e-03,-7.40230e-02,1.26850e-02
6.01800e-03,4.77820e-02,1.26930e-02
7.99500e-03,4.74690e-02,1.26970e-02
1.29380e-02,-7.14150e-02,1.19960e-02
-9.40300e-03,-2.78995e-04,1.20170e-02
-8.90000e-03,1.65700e-03,1.20000e-02
-8.70600e-03,5.23005e-04,1.35900e-02
3.97170e-02,-2.27820e-02,1.26020e-02
-9.90500e-03,-3.24600e-03,1.27300e-02
-8.99100e-03,-6.51740e-02,1.31970e-02
1.59750e-02,4.77040e-02,1.34480e-02
1.52310e-02,-6.95650e-02,1.20500e-02
3.40220e-02,3.22920e-02,1.27740e-02
1.75840e-02,-6.96610e-02,1.27780e-02
2.14220e-02,4.76170e-02,1.34750e-02
3.71430e-02,-3.16390e-02,1.25690e-02
2.12860e-02,-7.00870e-02,1.28030e-02
2.10800e-02,-6.97580e-02,1.21000e-02
4.17990e-02,-5.54280e-02,1.28090e-02
3.40260e-02,2.85700e-02,1.21000e-02
3.38990e-02,2.85510e-02,1.27980e-02
3.40100e-02,2.62890e-02,1.35140e-02
4.14810e-02,-5.63650e-02,1.63120e-02
4.17060e-02,-5.53840e-02,1.56060e-02
4.12880e-02,-5.73550e-02,1.56140e-02
-1.88700e-03,-7.05760e-02,1.18890e-02
4.13720e-02,-5.73940e-02,1.28190e-02
4.13620e-02,-5.73920e-02,1.21200e-02
2.73670e-02,4.60500e-02,1.28210e-02
3.40570e-02,2.42980e-02,1.21290e-02
3.58280e-02,-6.52500e-02,1.28340e-02
3.18610e-02,-7.01920e-02,1.21450e-02
3.94020e-02,-2.47640e-02,1.26120e-02
3.49900e-02,-6.77860e-02,1.21450e-02
3.43660e-02,-6.87220e-02,1.28480e-02
3.24110e-02,4.06240e-02,1.28790e-02
-1.09670e-02,-2.38280e-02,1.21760e-02
-7.36600e-03,4.22080e-02,1.26470e-02
-1.12850e-02,-1.11720e-02,1.22440e-02
3.23250e-02,1.26050e-02,1.22050e-02
-7.62800e-03,5.46100e-03,1.26790e-02
3.32900e-02,3.56320e-02,1.34410e-02
1.09670e-02,-7.30100e-02,1.33980e-02
-1.09370e-02,-8.17899e-03,1.22220e-02
3.23630e-02,1.15660e-02,1.29140e-02
-1.08280e-02,-9.24700e-03,1.29390e-02
-9.89100e-03,2.52440e-02,1.20310e-02
-9.89900e-03,2.71140e-02,1.27240e-02
-9.81400e-03,-4.34699e-03,1.36070e-02
-9.98400e-03,-5.33899e-03,1.36170e-02
1.45740e-02,-7.03860e-02,1.34540e-02
4.18910e-02,-4.57140e-02,1.27530e-02
-1.00380e-02,-2.77700e-02,1.23500e-02
3.39380e-02,3.32820e-02,1.27610e-02
-8.76700e-03,-3.87120e-02,1.29970e-02
3.50230e-02,6.39005e-04,1.44140e-02
4.19190e-02,-5.26420e-02,1.41630e-02
4.16700e-02,-5.07250e-02,1.27780e-02
-6.62200e-03,1.57720e-02,1.28110e-02
3.56940e-02,-2.01899e-03,1.51380e-02
3.67950e-02,-3.80100e-03,1.37560e-02
-1.11520e-02,-1.66560e-02,1.35180e-02
2.59880e-02,-7.08800e-02,1.28270e-02
-6.61100e-03,8.25000e-03,1.35550e-02
-6.90900e-03,8.37000e-03,1.19630e-02
3.88340e-02,-6.19870e-02,1.28320e-02
-7.71400e-03,-3.56540e-02,1.22840e-02
3.82270e-02,-6.27860e-02,1.42360e-02
3.64810e-02,-6.43810e-02,1.28360e-02
2.91370e-02,4.48680e-02,1.28360e-02
3.38840e-02,2.33020e-02,1.35350e-02
2.99800e-02,-7.08880e-02,1.35390e-02
3.09330e-02,-7.05790e-02,1.28400e-02
3.50050e-02,-6.78540e-02,1.35450e-02
3.74500e-02,-5.70699e-03,1.37740e-02
3.28980e-02,3.76160e-02,1.48240e-02
3.35410e-02,1.92740e-02,1.35660e-02
-1.05880e-02,-4.33970e-02,1.23230e-02
-1.05320e-02,-4.34020e-02,1.30220e-02
-3.43500e-03,4.48750e-02,1.38100e-02
3.94150e-02,-1.33960e-02,1.38490e-02
3.23420e-02,1.05440e-02,1.43170e-02
-9.53500e-03,-2.86030e-02,1.36210e-02
-8.67300e-03,-3.14810e-02,1.29510e-02
-8.39600e-03,-3.24550e-02,1.22570e-02
-9.76400e-03,-6.38550e-02,1.31830e-02
3.97150e-02,-1.77140e-02,1.39710e-02
3.98280e-02,-1.77190e-02,1.32720e-02
3.97410e-02,-1.97070e-02,1.39850e-02
-9.38500e-03,-2.96040e-02,1.29290e-02
3.72430e-02,-3.16100e-02,1.32680e-02
-6.56800e-03,4.28630e-02,1.31060e-02
-7.18000e-03,4.20730e-02,1.38030e-02
3.90810e-02,-2.57140e-02,1.40140e-02
-5.07300e-03,4.37360e-02,1.45110e-02
-1.10840e-02,-4.66610e-02,1.44440e-02
-1.07970e-02,-4.53930e-02,1.58390e-02
-9.95300e-03,3.63290e-02,1.26660e-02
7.99500e-03,-7.40200e-02,1.33840e-02
5.99800e-03,-7.43050e-02,1.40740e-02
6.03900e-03,4.80760e-02,1.33880e-02
8.01600e-03,4.81150e-02,1.41010e-02
1.30930e-02,-7.17350e-02,1.41030e-02
1.30550e-02,-7.16480e-02,1.33980e-02
1.18200e-02,-7.25410e-02,1.34020e-02
1.26570e-02,-7.18260e-02,1.26990e-02
4.02100e-02,-3.91390e-02,1.34020e-02
-9.42300e-03,-1.35200e-03,1.29000e-02
-1.14790e-02,-5.37210e-02,1.32000e-02
-1.13840e-02,-5.17100e-02,1.38880e-02
-1.16790e-02,-5.67100e-02,1.32160e-02
1.53510e-02,-6.97800e-02,1.27590e-02
1.65800e-02,-6.99070e-02,1.34750e-02
-8.81400e-03,2.11750e-02,1.34680e-02
4.19660e-02,-4.82170e-02,1.27670e-02
-6.95300e-03,-6.74910e-02,1.32310e-02
3.38930e-02,3.13010e-02,1.34750e-02
4.17060e-02,-5.06560e-02,1.41460e-02
-8.10900e-03,1.92960e-02,1.34830e-02
-1.13320e-02,-1.86610e-02,1.28340e-02
-1.89800e-03,-7.05120e-02,1.32910e-02
2.49890e-02,-7.09840e-02,1.35240e-02
3.27710e-02,3.96760e-02,1.28910e-02
3.26260e-02,3.96620e-02,1.41030e-02
3.05280e-02,4.34440e-02,1.35530e-02
2.98100e-02,4.41400e-02,1.42430e-02
3.35820e-02,-6.93030e-02,1.28460e-02
3.23430e-02,4.05890e-02,1.35800e-02
-1.12130e-02,-2.06600e-02,1.28520e-02
-1.07970e-02,-2.26420e-02,1.35680e-02
4.14000e-04,-7.32420e-02,1.26250e-02
3.29570e-02,1.63180e-02,1.42820e-02
-1.04800e-02,-2.46370e-02,1.35820e-02
3.98900e-03,-7.41340e-02,1.47550e-02
3.99800e-03,-7.42410e-02,1.40580e-02
2.31200e-03,-7.38570e-02,1.40430e-02
-8.00600e-03,4.14280e-02,1.26480e-02
-8.98300e-03,3.92690e-02,1.38180e-02
-1.00380e-02,-2.66700e-02,1.36030e-02
-9.80300e-03,-2.76450e-02,1.36130e-02
3.23660e-02,1.32970e-02,1.29000e-02
2.47500e-03,4.73390e-02,1.33730e-02
3.23330e-02,1.32950e-02,1.36010e-02
4.02900e-03,4.76100e-02,1.26810e-02
-7.34800e-03,6.41800e-03,1.26700e-02
-1.04650e-02,-8.30100e-03,1.36300e-02
9.98000e-03,-7.34430e-02,1.33940e-02
4.01420e-02,-3.81100e-02,1.54980e-02
-7.76900e-03,-3.43370e-02,1.29720e-02
-7.90000e-03,-3.33390e-02,1.36690e-02
-7.78900e-03,-3.54000e-02,1.29850e-02
3.48740e-02,1.70400e-03,1.37060e-02
4.19150e-02,-4.66580e-02,1.41160e-02
4.17380e-02,-4.96760e-02,1.34390e-02
3.25120e-02,3.95990e-02,1.48050e-02
1.89480e-02,-7.00210e-02,1.34870e-02
2.45010e-02,4.70950e-02,1.41980e-02
2.24130e-02,4.75020e-02,1.34830e-02
3.33110e-02,3.46120e-02,1.41470e-02
3.31450e-02,3.45700e-02,1.48440e-02
4.18700e-02,-5.43940e-02,1.42040e-02
4.19350e-02,-5.37170e-02,1.35010e-02
2.64420e-02,4.64610e-02,1.42130e-02
4.13670e-02,-5.73860e-02,1.35200e-02
4.08460e-02,-5.88040e-02,1.35220e-02
-2.66500e-03,-6.98690e-02,1.46800e-02
3.39910e-02,2.53020e-02,1.35220e-02
-1.05950e-02,-1.75040e-02,1.49290e-02
3.38860e-02,2.23010e-02,1.28400e-02
2.79830e-02,-7.11240e-02,1.35350e-02
3.18680e-02,-7.02490e-02,1.42430e-02
-1.04090e-02,-2.15920e-02,1.49600e-02
-1.03160e-02,-2.25960e-02,1.49640e-02
3.17130e-02,4.18160e-02,1.35700e-02
3.34190e-02,1.82660e-02,1.35700e-02
3.87050e-02,-1.05090e-02,1.45180e-02
3.21640e-02,1.25710e-02,1.43050e-02
3.93900e-02,-1.67060e-02,1.53670e-02
3.94770e-02,-1.54530e-02,1.45650e-02
-8.74400e-03,-3.04620e-02,1.43400e-02
-7.89800e-03,-3.56590e-02,1.36810e-02
-7.42800e-03,-6.66200e-02,1.47000e-02
-5.97700e-03,-6.79770e-02,1.47160e-02
-5.32600e-03,-6.86890e-02,1.32510e-02
-9.88900e-03,-4.15120e-02,1.37160e-02
-1.01460e-02,-4.24650e-02,1.58160e-02
-9.40000e-03,3.83110e-02,1.33590e-02
3.94690e-02,-2.37350e-02,1.40080e-02
-1.12540e-02,-4.86460e-02,1.44600e-02
-5.94600e-03,4.32400e-02,1.38010e-02
3.74240e-02,-3.26460e-02,1.40490e-02
5.00700e-03,-7.44250e-02,1.33670e-02
-1.03020e-02,3.40800e-02,1.33790e-02
8.98400e-03,-7.37820e-02,1.33860e-02
-1.03330e-02,3.30550e-02,1.40850e-02
-9.86000e-03,3.39690e-02,1.54820e-02
-1.02140e-02,3.30290e-02,1.47860e-02
9.01300e-03,4.80990e-02,1.41050e-02
-7.94700e-03,3.42700e-03,1.35780e-02
-1.03250e-02,3.02510e-02,1.41050e-02
-1.02390e-02,2.92560e-02,1.34060e-02
-6.45200e-03,6.15000e-03,1.56730e-02
-6.95500e-03,5.24401e-03,1.49710e-02
-7.14700e-03,6.32101e-03,1.35650e-02
1.39890e-02,4.79380e-02,1.41360e-02
1.29980e-02,4.79890e-02,1.41340e-02
-1.16320e-02,-5.56970e-02,1.39110e-02
1.49710e-02,4.79040e-02,1.41400e-02
4.19240e-02,-4.76710e-02,1.41260e-02
1.54540e-02,-6.99990e-02,1.34540e-02
3.37680e-02,3.23040e-02,1.41670e-02
3.37160e-02,3.36710e-02,1.34540e-02
3.78200e-02,-2.95180e-02,1.47310e-02
3.75000e-02,-3.06870e-02,1.47350e-02
3.37580e-02,2.85360e-02,1.34950e-02
-7.24000e-03,1.77330e-02,1.55910e-02
-6.36300e-03,1.22510e-02,1.28320e-02
-1.87400e-03,-7.04720e-02,1.39930e-02
2.82920e-02,4.54400e-02,1.42280e-02
2.37810e-02,-7.09860e-02,1.42170e-02
2.27960e-02,-7.11820e-02,1.56030e-02
2.07200e-03,4.73230e-02,1.59320e-02
3.93280e-02,-6.13940e-02,1.42350e-02
-6.24200e-03,1.12550e-02,1.35390e-02
-5.71500e-03,1.37820e-02,1.63230e-02
-5.65200e-03,1.22660e-02,1.63310e-02
3.96070e-02,-2.07130e-02,1.46890e-02
3.94750e-02,-2.27040e-02,1.47000e-02
4.04060e-02,-5.97040e-02,1.42310e-02
3.82540e-02,-2.86040e-02,1.33280e-02
3.58520e-02,-6.52980e-02,1.35350e-02
3.58590e-02,-6.53000e-02,1.42360e-02
3.39480e-02,2.43010e-02,1.35320e-02
3.34940e-02,2.43170e-02,1.56260e-02
3.35450e-02,2.53140e-02,1.56220e-02
3.43870e-02,-6.87420e-02,1.42500e-02
1.39800e-03,-7.33770e-02,1.47340e-02
4.54000e-04,-7.31480e-02,1.33240e-02
3.28290e-02,1.53070e-02,1.35880e-02
3.25120e-02,1.64530e-02,1.63810e-02
3.30160e-02,1.73130e-02,1.49790e-02
-8.44700e-03,1.49500e-03,1.35860e-02
-9.44000e-03,3.69520e-02,1.47620e-02
4.98900e-03,-7.41760e-02,1.54660e-02
-9.15300e-03,-2.46400e-03,1.43010e-02
4.41100e-03,4.78250e-02,1.33790e-02
4.03740e-02,-3.90840e-02,1.62030e-02
6.02000e-03,4.83080e-02,1.40870e-02
4.09200e-02,-4.20510e-02,1.48230e-02
-9.71100e-03,2.52610e-02,1.34370e-02
4.15980e-02,-4.49150e-02,1.47970e-02
-7.75900e-03,-3.46380e-02,1.36790e-02
-7.72900e-03,-3.43130e-02,1.43750e-02
3.43090e-02,2.77300e-03,1.43870e-02
-8.52000e-03,-3.77370e-02,1.36900e-02
-8.36300e-03,2.02800e-02,1.48710e-02
-9.23200e-03,-3.96120e-02,1.44020e-02
1.94920e-02,-7.03480e-02,1.41920e-02
1.74310e-02,-7.04050e-02,1.48780e-02
3.34950e-02,2.84890e-02,1.48980e-02
4.13660e-02,-4.80680e-02,1.76210e-02
4.16280e-02,-4.86650e-02,1.55320e-02
4.16410e-02,-4.96500e-02,1.55370e-02
2.54580e-02,4.67870e-02,1.49020e-02
-6.35600e-03,1.42610e-02,1.35180e-02
4.13370e-02,-5.73720e-02,1.49200e-02
2.59730e-02,-7.12710e-02,1.42270e-02
2.91050e-02,4.48540e-02,1.35350e-02
3.69120e-02,-4.80399e-03,1.44640e-02
3.61080e-02,-3.97899e-03,1.58430e-02
-8.74900e-03,-7.35995e-04,1.42980e-02
3.58730e-02,-6.52970e-02,1.56370e-02
3.58690e-02,-6.52880e-02,1.49360e-02
3.49320e-02,-6.77680e-02,1.56420e-02
3.34140e-02,2.33220e-02,1.56340e-02
3.36030e-02,2.13090e-02,1.42510e-02
3.36110e-02,-6.93470e-02,1.35510e-02
3.73230e-02,-3.16430e-02,1.40430e-02
-9.85800e-03,-2.03960e-02,1.63460e-02
-9.79000e-03,-2.16280e-02,1.63580e-02
3.29950e-02,1.83840e-02,1.56650e-02
-1.14000e-02,-5.07020e-02,1.38840e-02
-1.05620e-02,-5.99720e-02,1.60410e-02
-8.41900e-03,-3.14080e-02,1.43480e-02
-9.37900e-03,-6.42350e-02,1.38900e-02
3.24890e-02,8.50700e-03,1.50370e-02
-1.11210e-02,-4.76480e-02,1.51500e-02
-1.11690e-02,-4.86360e-02,1.51610e-02
-9.19400e-03,3.82420e-02,1.45260e-02
3.86310e-02,-2.66290e-02,1.54170e-02
-5.22000e-03,-6.86470e-02,1.40250e-02
-8.30300e-03,4.03740e-02,1.45110e-02
1.20180e-02,4.80460e-02,1.41260e-02
1.00120e-02,4.81030e-02,1.41110e-02
3.92030e-02,-3.52500e-02,1.54710e-02
1.55170e-02,4.89670e-02,1.74150e-02
1.49500e-02,4.87560e-02,1.67110e-02
1.79580e-02,4.83240e-02,1.60330e-02
3.75560e-02,-3.25920e-02,1.47510e-02
3.88260e-02,-3.42440e-02,1.68000e-02
-8.93800e-03,3.81100e-02,1.59240e-02
3.38900e-03,4.77820e-02,1.40840e-02
1.18430e-02,-7.26540e-02,1.48000e-02
-9.52700e-03,-6.32210e-02,1.53670e-02
1.97790e-02,4.91570e-02,2.02470e-02
1.96970e-02,4.90040e-02,1.95460e-02
2.14640e-02,4.80140e-02,1.88640e-02
2.33700e-02,4.73290e-02,1.53820e-02
-9.82100e-03,2.71370e-02,1.34230e-02
4.13130e-02,-4.46370e-02,1.68930e-02
2.04180e-02,4.77660e-02,1.41730e-02
-9.34900e-03,2.31130e-02,1.34500e-02
1.46620e-02,-7.05400e-02,1.41570e-02
-1.13780e-02,-5.76900e-02,1.46230e-02
3.35740e-02,3.26120e-02,1.48630e-02
1.56040e-02,-7.02080e-02,1.41690e-02
3.11320e-02,4.22700e-02,1.54740e-02
4.18150e-02,-5.47070e-02,1.49090e-02
3.38660e-02,2.62890e-02,1.42130e-02
3.16470e-02,4.14270e-02,1.54870e-02
-6.58300e-03,1.57940e-02,1.35140e-02
-6.26400e-03,1.46340e-02,1.42170e-02
2.72580e-02,4.59190e-02,1.56180e-02
2.38460e-02,-7.11970e-02,1.49160e-02
2.49470e-02,-7.14480e-02,1.56180e-02
4.03970e-02,-5.96990e-02,1.49320e-02
2.80030e-02,-7.12370e-02,1.42310e-02
2.90030e-02,-7.11470e-02,1.49320e-02
3.65330e-02,-6.44520e-02,1.42380e-02
3.49920e-02,-6.78270e-02,1.42470e-02
-1.05720e-02,-1.86430e-02,1.49430e-02
-1.04460e-02,-2.36380e-02,1.42740e-02
-7.10800e-03,3.21401e-03,1.56800e-02
-7.66600e-03,2.33101e-03,1.49790e-02
-3.54700e-03,-6.94570e-02,1.47380e-02
5.98900e-03,4.93320e-02,1.59480e-02
7.00900e-03,4.86590e-02,1.52570e-02
8.15200e-03,4.92770e-02,1.66640e-02
3.19060e-02,1.23160e-02,1.57070e-02
3.20640e-02,1.43250e-02,1.63890e-02
2.97900e-03,-7.38030e-02,1.54470e-02
-8.16300e-03,3.87005e-04,1.49910e-02
3.96320e-02,-3.61600e-02,1.61800e-02
-9.41900e-03,-5.73799e-03,1.50170e-02
-9.60200e-03,-6.74499e-03,1.50250e-02
4.33900e-03,4.80640e-02,1.40840e-02
-1.03000e-02,3.12470e-02,1.47930e-02
9.97300e-03,-7.34940e-02,1.47930e-02
-1.02160e-02,-8.73500e-03,1.43310e-02
1.94780e-02,4.83050e-02,1.67450e-02
1.94490e-02,4.81610e-02,1.60440e-02
2.14250e-02,4.78420e-02,1.67640e-02
3.19060e-02,9.32301e-03,1.64240e-02
3.17560e-02,8.34301e-03,1.71280e-02
-1.07120e-02,-1.03000e-02,1.36420e-02
3.22730e-02,3.94940e-02,1.62030e-02
-1.06490e-02,-1.27120e-02,1.43600e-02
4.18380e-02,-4.76660e-02,1.48240e-02
-9.51800e-03,2.52680e-02,1.48360e-02
3.34890e-02,4.63401e-03,1.50760e-02
3.32230e-02,3.35650e-02,1.55520e-02
-8.95100e-03,2.21930e-02,1.48590e-02
3.35340e-02,2.58301e-03,1.64860e-02
1.95980e-02,-7.07810e-02,1.55860e-02
2.06160e-02,-7.06950e-02,1.49010e-02
4.19100e-02,-5.26410e-02,1.48590e-02
3.42400e-02,1.36701e-03,1.57990e-02
3.33870e-02,2.83190e-02,1.55950e-02
-6.54300e-03,1.58250e-02,1.42150e-02
4.08320e-02,-5.87930e-02,1.49280e-02
2.70020e-02,-7.13910e-02,1.49290e-02
-1.07640e-02,-2.06440e-02,1.42470e-02
3.88790e-02,-6.20280e-02,1.49320e-02
3.75690e-02,-6.35430e-02,1.56370e-02
3.48930e-02,-6.77130e-02,1.63460e-02
2.90250e-02,4.47760e-02,1.49330e-02
3.78950e-02,-7.63999e-03,1.44870e-02
3.35870e-02,-6.93170e-02,1.49480e-02
3.27220e-02,-6.97120e-02,1.63420e-02
-1.00370e-02,-2.45830e-02,1.49830e-02
-6.89200e-03,4.19400e-03,1.56720e-02
-4.17900e-03,4.41760e-02,1.52080e-02
-6.96100e-03,4.18460e-02,1.52080e-02
-5.50100e-03,4.32100e-02,1.52080e-02
-3.31300e-03,4.46660e-02,1.52160e-02
-1.47600e-03,4.54690e-02,1.59200e-02
3.25000e-04,4.63580e-02,1.59280e-02
3.91420e-02,-1.26670e-02,1.45380e-02
-1.04570e-02,-1.47050e-02,1.50720e-02
-1.07660e-02,-1.47090e-02,1.43710e-02
-1.12780e-02,-5.16510e-02,1.51810e-02
-1.14870e-02,-5.46880e-02,1.60020e-02
-9.39500e-03,-2.75270e-02,1.50140e-02
3.18060e-02,1.03190e-02,1.64190e-02
-8.33400e-03,-3.03340e-02,1.57460e-02
-7.81400e-03,-3.12240e-02,1.64510e-02
-8.73700e-03,-6.50000e-02,1.45950e-02
